3.168292
    0.02714500000000
100147
3 0.666914 0.363090
9 0.832693 0.752865
8 0.795864 0.955392
7 0.915327 0.865273
4 0.963056 0.695782
5 0.838288 0.329521
10 0.345043 0.039945
6 0.335355 0.158794
0 0.000000 0.429348
1 0.025480 0.441087
2 0.352516 0.501483
