4.937059
    0.00003400000000
110
2 0.352516 0.501483
1 0.025480 0.441087
1 0.025480 0.441087
3 0.666914 0.363090
4 0.963056 0.695782
5 0.838288 0.329521
6 0.335355 0.158794
7 0.915327 0.865273
8 0.795864 0.955392
9 0.832693 0.752865
10 0.345043 0.039945
